caseid	gender	race	c1rrscal	c1rrttsco	c1rmscal	c1rmtsco	c1rgscal	c1rgtsco	c1fmotor	c1gmotor	c2rrscal	c2rrtsco	c2rmscal	c2rmtsco	c2rgscal	c2rgtsco	c3rrscal	c3rrtsco	c3rmscal	c3rmtsco	c3rgscal	c3rgtsco	c4rrscal	c4rrtsco	c4rmscal	c4rmtsco	c4rgscal	c4rgtsco	p1learn	p1contro	p1social	t1learn	t1contro	t1interp	t1extern	t1intern	p1center	p1disabl	p1htotal	p1hfamil	p1firkdg	p1hrsprk	wkmomed	wkdaded	wklangst	wksesl	wksesq5	s2kpupri	p1count	lower(az1)	p1pencil	p1still	p1letter	p1verbal	p1expect	p1readbo	p1tellst	p1singso	p1helpar	p1chores	p1games	p1nature	p1build	p1sport	p1chlboo	p1chsesa	p2librar	p2safepl	p2garbag	p2drug	p2burglr	p2violen	p2vacant	p2bktog	ses_orig	rv
2105	2	1	38	67	30	64	30	60	9	6	39	57	31	55	38	63	45	56	37	55	40	62	65	56	48	55	42	60	3.00	2.60	3.33	3.67	2.50	2.60	2.40	1.75	1	2	4	1	1	24	6	6	2	54	5	1	2	2	2	2	2	2	5	4	4	3	3	3	3	4	3	2	40	1	1	3	3	3	3	3	3	6	0.91	0.45
2106	2	1	36	66	29	62	25	54	7	7	40	58	34	58	27	50	41	54	39	57	35	56	69	59	53	59	40	56	3.83	3.20	4.00	3.83	3.50	3.40	1.20	1.25	2	2	5	1	1	40	6	5	2	54	5	1	1	1	1	2	1	1	6	4	3	4	4	4	3	3	2	2	200	1	2	3	3	3	3	3	3	5	0.92	0.76
2107	1	3	24	53	23	57	13	37	7	7	25	44	27	52	31	55	28	42	26	44	28	48	59	53	54	61	43	62	2.67	2.80	3.00	3.17	3.25	3.00	1.00	1.25	1	2	6	1	1	15	5	6	1	54	5	1	3	2	3	1	1	2	6	4	3	4	2	4	3	1	2	2	120	1	1	3	3	3	3	3	3	7	0.86	0.25
2108	2	1	24	54	16	47	35	66	6	8	37	56	36	60	37	63	41	54	38	56	39	61	54	50	51	58	42	60	3.33	3.00	4.00	3.00	2.75	3.40	1.40	1.50	2	2	4	1	1	30	5	5	2	54	5	1	4	2	2	2	3	1	6	4	4	4	3	3	2	2	2	3	100	1	1	3	3	3	3	3	3	2	0.86	0.61
2109	1	7	48	73	42	74	46	83	8	8	59	69	55	76	43	71	62	66	51	67	46	73	81	67	57	64	45	67	3.00	2.60	4.00	3.67	3.00	3.40	1.60	1.25	1	1	4	1	1	20	6	6	2	54	5	1	1	1	2	1	1	1	5	4	4	3	4	3	3	2	2	4	100	1	1	3	3	3	3	3	3	7	0.88	0.89
2110	1	4	34	64	25	59	22	50	9	5	43	60	44	67	34	59	54	61	40	58	40	62	75	62	54	60	42	60	3.00	3.20	3.33	3.00	3.50	3.40	1.00	1.25	1	2	5	1	1	24	7	7	2	54	5	1	3	2	3	3	2	2	4	4	4	3	3	2	4	2	2	2	100	1	1	3	3	3	3	3	3	7	0.90	0.42
2111	1	1	21	49	28	62	29	58	7	4	24	42	38	62	42	69	39	53	40	58	37	58	46	46	55	62	45	65	3.17	3.40	3.67	3.67	3.75	3.50	1.00	1.25	1	2	3	2	1	28	6	8	2	55	5	1	1	1	1	1	1	1	4	3	3	4	2	4	3	1	2	2	200	2	2	3	3	3	3	3	3	2	1.00	0.93
2112	1	1	29	59	37	70	38	69	7	8	66	72	40	64	40	66	70	70	45	62	46	72	85	71	57	64	47	71	3.67	3.00	4.00	3.00	2.50	2.40	2.60	2.00	1	2	3	3	1	15	6	6	2	55	5	1	1	1	2	1	2	1	6	4	2	3	4	4	2	3	4	2	35	1	1	3	3	3	3	3	3	7	0.97	0.26
2113	2	1	27	57	18	50	33	63	7	6	50	64	31	55	36	62	48	58	40	58	40	63	76	63	52	59	37	53	3.33	3.20	2.67	2.67	2.75	2.80	2.00	2.25	1	2	5	1	1	15	6	6	2	55	5	1	5	1	4	2	3	2	5	4	3	3	3	3	2	2	2	3	200	2	1	2	3	3	2	3	3	7	0.97	0.85
2114	1	1	22	51	12	40	32	62	9	8	32	52	30	54	31	55	38	52	34	52	36	57	53	50	48	55	38	55	2.67	3.40	3.33	2.67	3.25	3.25	1.20	1.33	2	2	6	1	1	0	6	9	2	55	5	1	4	4	3	4	4	3	4	3	1	2	1	3	3	3	1	1	30	2	1	3	3	3	3	3	3	7	0.96	0.77
2115	2	1	33	63	24	58	38	70	9	6	41	59	37	61	42	70	42	55	50	66	44	69	65	56	58	66	47	72	3.33	3.00	3.00	3.67	3.50	3.40	1.00	1.50	1	2	4	1	1	13	6	6	2	55	5	1	3	2	3	3	2	1	4	4	3	3	3	3	3	3	3	2	200	2	1	2	3	3	3	3	3	6	0.97	0.10
2116	1	1	16	41	20	53	28	58	6	7	29	49	28	52	26	50	33	48	28	46	34	55	49	47	41	49	40	57	2.83	2.80	2.67	3.17	3.50	2.80	1.20	1.25	1	2	4	1	1	20	8	6	2	55	5	1	4	2	2	3	3	2	4	3	3	2	2	3	3	3	2	2	50	2	1	3	3	3	3	3	3	7	0.99	0.40
2117	1	8	20	49	18	50	23	52	7	8	23	41	27	51	24	47	29	43	33	52	35	56	57	52	43	50	36	52	3.00	3.00	2.33	4.00	4.00	3.60	1.00	1.00	1	2	5	1	1	8	5	6	2	55	5	1	3	3	3	3	3	2	4	4	3	1	2	2	3	3	3	4	60	1	1	3	3	3	3	3	3	7	1.00	0.36
2118	2	3	78	87	38	71	37	69	8	8	74	76	37	61	42	69	85	80	37	55	42	65	85	71	48	55	46	68	3.50	3.40	3.00	4.00	4.00	4.00	1.20	1.25	1	2	4	1	1	30	8	6	2	55	5	1	1	1	1	2	1	1	5	3	3	3	4	3	4	3	3	3	200	1	1	3	3	3	3	3	3	7	1.01	0.12
2119	2	1	23	53	21	54	21	49	6	7	26	44	23	47	23	46	33	48	32	50	27	47	65	57	42	50	30	45	3.17	3.40	3.67	3.00	3.33	3.20	1.00	1.25	2	2	6	1	2	35	8	8	2	55	5	2	3	2	3	3	3	1	5	3	2	3	3	2	2	2	1	3	50	1	2	3	3	3	3	3	3	7	1.02	0.98
2120	1	1	31	61	33	67	32	63	6	7	39	57	34	58	32	57	46	57	39	57	37	59	73	61	49	56	38	54	2.83	3.00	4.00	4.00	4.00	4.00	1.40	1.50	1	2	4	1	1	12	6	6	2	55	5	1	4	2	1	2	2	1	5	3	3	3	2	3	3	1	2	3	50	2	1	3	3	3	3	3	3	7	1.01	0.64
2121	1	1	22	50	19	52	27	57	6	7	35	55	25	49	26	49	40	54	44	61	35	56	66	57	46	54	38	54	2.83	2.40	2.33	2.83	2.00	2.60	2.40	2.00	1	2	5	1	1	6	6	5	2	55	5	1	3	2	3	3	2	1	4	4	2	3	3	3	3	2	2	3	75	1	1	2	3	3	3	3	3	4	0.95	0.47
2122	2	1	16	42	21	54	31	62	3	7	34	54	20	43	30	55	34	49	23	41	35	56	49	47	34	41	36	52	3.50	2.40	3.00	3.33	3.25	2.80	1.40	1.50	2	2	4	1	1	0	6	5	2	55	5	2	1	2	1	2	2	1	4	3	1	2	2	1	2	2	1	1	60	2	2	3	3	3	3	3	3	1	1.00	0.64
2123	1	1	21	50	21	54	33	64	7	6	28	47	22	45	35	60	34	49	39	57	34	55	45	45	51	57	33	48	3.17	2.80	3.33	3.80	2.75	2.00	2.80	1.25	1	2	8	1	1	39	5	6	2	55	5	2	5	2	3	3	3	1	4	3	3	3	3	2	4	2	4	3	40	2	1	3	3	3	3	3	3	7	1.00	0.69
2124	2	1	19	46	17	49	20	48	7	6	22	40	26	50	23	46	36	51	33	52	29	49	67	58	43	51	31	46	2.50	2.20	2.33	3.83	3.50	3.40	1.80	1.75	1	2	6	1	1	45	6	6	2	55	5	2	2	2	2	3	2	2	4	2	2	2	2	2	2	2	1	2	12	1	1	3	3	3	3	3	3	2	0.97	0.95
2125	2	1	58	78	32	66	38	69	8	8	68	73	43	66	36	62	70	70	43	61	39	61	79	65	44	52	45	66	3.33	3.40	3.67	3.83	3.50	3.80	1.20	1.67	1	2	4	1	1	8	6	5	2	55	5	2	4	2	3	2	2	1	6	4	2	4	3	4	3	3	3	4	50	1	1	3	3	3	3	3	3	7	1.00	0.24
2126	2	1	34	64	29	62	33	63	7	6	41	59	34	58	36	61	45	56	33	51	39	61	64	56	53	60	45	65	3.50	3.00	3.33	3.33	3.25	3.20	1.75	1.00	1	2	5	1	1	36	8	5	2	55	5	2	2	1	2	3	2	1	5	4	4	4	4	4	3	3	2	3	100	1	1	3	3	3	3	3	3	7	0.97	0.66
2127	2	5	62	79	35	68	25	55	5	7	70	74	43	66	30	54	79	75	47	64	38	60	79	66	56	63	38	55	3.83	2.80	3.33	3.33	3.33	3.20	1.50	1.50	1	2	4	1	1	35	6	7	2	55	5	2	2	2	1	1	2	2	5	3	2	4	2	3	2	2	2	1	100	1	1	3	3	3	3	3	3	2	0.97	0.18
2128	1	5	30	60	23	57	11	34	3	2	34	53	33	57	21	43	44	56	34	53	22	40	53	50	37	44	25	39	3.17	2.60	2.67	2.50	2.00	2.20	1.20	1.00	1	2	5	2	1	38	8	6	1	55	5	2	2	1	2	1	2	2	5	2	2	2	1	2	4	3	1	2	15	2	1	3	3	3	3	3	3	0	1.03	0.46
2129	1	1	24	53	18	49	30	60	8	6	33	52	26	50	29	53	34	49	26	44	34	55	50	48	45	53	38	54	3.00	3.00	2.67	2.83	3.25	3.00	1.00	2.00	1	2	4	1	1	27	5	8	2	55	5	2	2	2	1	2	2	1	5	4	2	4	3	3	3	2	2	2	100	2	2	3	3	3	3	3	3	7	1.02	0.50
2130	1	1	20	47	15	46	20	48	7	8	26	45	20	43	21	43	30	45	23	42	23	42	50	48	34	41	31	45	3.50	2.60	3.00	3.17	3.67	2.75	1.00	2.00	1	1	5	1	1	0	6	6	2	55	5	2	2	2	1	1	2	1	4	2	2	4	3	4	3	2	3	4	200	2	2	3	3	3	3	3	3	7	0.98	0.98
2131	1	1	25	55	21	55	32	63	5	8	31	51	22	45	38	64	44	56	35	53	39	61	45	45	45	53	35	50	3.50	3.20	4.00	3.17	3.50	3.00	1.40	1.00	2	2	5	1	1	45	8	6	2	55	5	1	3	2	3	2	3	2	4	3	2	2	4	2	4	4	2	2	50	1	2	3	2	3	3	3	3	7	0.99	0.58
2132	2	1	17	43	14	42	23	51	5	8	27	46	20	43	26	50	26	40	23	42	28	48	42	43	42	50	32	47	3.33	3.20	3.00	3.83	3.75	3.20	1.20	2.50	1	2	4	1	1	38	5	6	2	55	5	1	4	2	2	2	4	2	4	2	3	4	2	3	2	3	1	3	100	2	1	3	3	3	3	3	3	5	0.98	0.95
2133	2	1	26	56	23	56	38	70	8	8	48	63	42	65	44	73	53	61	48	65	46	73	65	57	52	59	45	67	3.33	3.00	3.67	3.83	3.50	3.20	1.40	1.00	1	2	4	1	2	10	6	6	2	55	5	1	3	2	3	3	3	2	4	3	1	2	2	3	3	2	2	2	200	1	1	3	3	3	3	3	3	6	0.97	0.06
2134	2	1	17	44	23	57	37	68	6	6	38	57	32	56	42	70	39	53	37	55	41	64	69	59	52	59	46	67	3.33	3.60	4.00	3.83	3.75	4.00	1.40	1.00	1	2	5	1	1	2	5	8	2	55	5	1	4	3	3	2	4	1	4	4	2	4	3	4	2	3	1	3	50	2	1	3	3	3	3	3	3	6	1.04	0.33
2135	2	1	52	75	49	79	38	70	9	8	70	74	48	70	43	71	75	72	53	69	43	66	84	71	58	66	48	72	3.00	3.60	3.00	3.00	3.25	3.00	1.00	1.25	1	2	5	1	1	11	6	5	2	55	5	2	2	1	3	2	3	2	5	4	3	4	2	4	3	2	2	3	100	2	1	3	3	3	3	3	3	7	1.01	0.47
2136	2	1	23	52	24	58	27	57	7	5	39	58	32	56	29	53	43	56	41	59	35	56	70	60	53	60	43	62	3.33	3.00	3.33	3.33	3.00	2.80	2.00	1.00	1	2	3	2	1	8	6	6	2	55	5	1	5	2	2	5	5	2	4	4	2	4	2	1	2	3	2	2	70	2	2	3	3	3	3	3	3	1	0.97	0.00
2137	1	7	36	66	34	67	39	70	5	7	43	60	34	58	45	75	64	67	47	64	42	66	84	70	49	56	47	71	3.67	2.20	3.67	3.67	3.25	2.60	1.40	1.50	1	2	5	1	1	12	6	6	2	55	5	1	1	1	1	1	1	1	4	4	4	3	3	4	4	2	3	3	200	2	1	3	3	3	3	3	3	7	0.97	0.31
2138	2	1	27	57	23	57	33	63	8	8	40	58	23	47	34	58	49	59	39	57	35	56	69	59	52	58	36	52	2.83	3.40	3.00	3.00	3.00	3.20	1.40	1.00	1	1	4	1	1	40	6	6	2	55	5	2	4	2	2	4	3	2	4	3	3	4	2	3	2	3	1	2	100	1	2	3	3	3	3	3	3	3	0.95	0.41
2139	2	1	38	67	32	66	37	68	9	8	56	67	33	57	35	60	66	67	42	60	30	50	73	61	53	60	38	54	3.00	2.20	3.33	3.83	3.50	4.00	1.60	1.50	1	2	3	3	1	24	6	6	2	55	5	2	1	1	1	2	2	2	6	3	3	3	3	4	3	3	3	3	100	2	1	3	3	3	3	3	3	5	1.03	0.95
2140	2	1	38	67	25	59	30	61	7	8	51	64	29	53	36	62	65	67	42	59	38	59	76	63	54	61	42	60	3.33	3.20	4.00	4.00	4.00	4.00	1.20	1.50	2	2	5	1	1	0	5	6	2	55	5	1	2	1	2	2	2	1	4	4	3	3	3	3	2	2	2	3	200	2	1	3	3	3	3	3	3	7	1.02	0.87
2141	2	1	30	60	31	65	37	68	6	8	36	56	38	62	40	66	60	65	45	62	42	66	79	65	49	56	43	61	3.67	3.80	4.00	3.83	4.00	4.00	1.00	1.25	1	2	4	1	1	20	8	7	2	55	5	2	3	1	3	1	3	1	6	4	3	4	3	3	3	2	1	1	40	2	1	3	3	3	3	3	3	7	0.98	0.85
2142	1	1	22	51	22	55	26	55	7	8	30	50	25	50	31	55	36	51	35	53	34	54	50	48	55	62	43	62	3.33	3.00	4.00	3.17	3.25	3.40	1.00	1.00	1	2	4	1	1	25	8	6	1	55	5	1	3	2	3	3	5	2	5	4	2	4	3	4	2	3	2	3	160	2	1	3	3	3	3	3	3	7	1.00	0.54
2143	1	1	26	56	29	63	23	51	6	7	39	57	35	59	37	62	39	53	40	58	28	48	73	61	53	59	39	56	3.17	3.40	3.33	3.17	2.50	2.40	2.20	1.50	1	2	3	2	1	30	6	8	2	55	5	1	2	2	2	2	2	2	4	4	4	2	3	3	3	2	3	2	200	2	2	2	3	3	3	3	3	7	1.02	0.66
2144	1	2	25	55	19	51	19	47	7	8	36	56	26	50	23	45	31	46	28	47	28	48	60	54	44	52	30	45	2.00	3.00	3.33	3.00	3.00	3.00	1.75	2.25	1	2	4	5	1	90	6	5	2	55	5	1	1	1	2	1	1	1	5	3	3	4	2	4	3	2	2	3	40	1	1	3	3	3	3	3	3	4	1.00	0.97
2145	2	1	23	52	14	44	21	49	3	6	36	55	30	54	29	53	41	54	31	50	32	52	57	52	41	49	35	51	3.33	3.00	3.67	3.17	3.25	2.80	1.60	1.50	2	2	6	1	1	0	5	8	2	55	5	1	1	2	2	1	1	1	4	3	2	4	4	4	3	3	2	3	80	2	2	3	3	3	3	3	3	5	1.01	0.43
2146	2	1	35	65	20	53	28	58	5	8	37	56	27	51	31	55	41	54	40	58	31	51	51	48	40	48	34	49	2.50	2.60	3.33	3.83	2.25	2.40	1.80	1.00	1	1	5	1	1	40	6	5	2	55	5	1	2	2	2	2	2	1	4	3	2	4	3	3	3	3	2	3	50	2	2	3	3	3	3	3	3	7	1.01	0.56
2147	1	1	45	71	36	69	40	72	7	7	65	71	48	70	38	63	76	73	50	66	47	76	87	75	60	70	48	73	3.50	3.20	3.33	3.17	3.25	2.80	1.60	1.25	1	2	4	1	1	20	6	6	2	55	5	1	3	1	3	2	3	1	4	4	3	3	3	3	4	3	3	3	100	1	1	3	3	3	3	3	3	7	0.97	0.25
2148	1	2	27	57	15	44	13	37	7	8	41	59	31	55	15	35	42	55	38	56	19	37	57	52	45	53	24	38	2.33	3.00	3.00	2.83	3.25	2.75	1.20	1.00	1	1	11	1	1	20	7	7	2	55	5	1	4	2	2	2	3	2	4	4	2	4	1	4	4	2	2	4	100	2	2	3	3	3	3	3	3	7	1.04	0.84
2149	1	1	32	62	22	55	23	52	6	8	46	62	37	61	29	53	59	64	46	63	36	57	67	58	48	55	36	52	3.00	2.40	3.67	4.00	3.50	3.40	1.25	1.25	1	2	5	1	1	15	6	6	2	55	5	1	3	2	2	2	3	2	4	3	3	4	3	3	2	2	2	4	30	1	2	2	2	3	3	3	3	3	1.04	0.45
2150	2	1	22	51	24	58	26	56	8	8	32	52	32	56	31	55	33	48	39	57	33	53	53	50	46	53	38	55	3.17	2.80	3.33	4.00	4.00	4.00	1.00	1.00	1	2	4	1	1	55	6	6	2	55	5	2	3	2	2	2	3	2	4	4	4	4	3	3	3	2	2	3	30	2	1	3	3	3	3	3	3	5	0.96	0.58
2151	2	1	18	45	18	50	12	36	7	8	24	43	20	43	17	38	30	45	37	55	19	37	47	46	49	56	29	44	3.33	2.20	3.67	3.83	4.00	3.80	1.00	1.00	1	1	5	1	1	30	6	6	2	55	5	2	2	1	3	3	2	1	5	4	3	4	4	3	4	1	2	2	200	2	2	3	3	3	3	3	3	7	1.01	0.67
2152	1	1	22	51	31	64	31	62	7	8	35	55	33	57	39	66	36	50	44	61	41	63	79	66	56	63	44	64	3.00	2.60	2.67	2.33	3.50	2.80	1.20	1.00	1	2	5	1	1	47	8	5	2	55	5	1	4	1	3	2	3	2	4	4	4	2	2	3	4	3	3	4	100	1	1	3	3	3	2	3	3	7	0.95	0.12
2153	1	1	20	48	16	47	23	52	6	6	25	44	22	45	31	55	30	44	33	51	34	55	45	45	41	49	37	53	3.33	2.80	2.33	1.50	2.00	1.60	2.00	4.00	1	2	8	1	1	0	6	8	2	55	5	2	3	2	3	2	3	2	5	4	3	4	3	4	4	3	4	4	50	2	1	3	3	3	3	3	3	7	0.98	0.75
2154	2	1	38	67	43	75	33	63	7	8	51	64	48	70	39	65	60	64	59	75	40	63	72	61	60	70	40	57	3.50	2.80	3.33	4.00	3.50	4.00	1.00	1.00	1	2	5	1	1	20	6	5	2	55	5	2	1	1	2	2	2	2	5	4	2	2	4	4	2	2	1	3	100	1	2	3	3	3	3	3	3	7	0.96	0.37
2155	1	1	26	55	21	55	26	56	8	8	35	55	26	50	33	57	40	54	37	56	33	53	58	53	42	50	36	51	4.00	3.00	4.00	2.17	2.50	2.60	2.00	1.00	1	2	4	1	1	20	6	7	2	55	5	2	3	1	2	2	3	2	4	3	4	4	4	4	3	3	3	3	100	1	1	3	3	3	3	3	3	2	1.04	0.77
2156	2	1	30	60	23	57	28	57	7	8	38	57	30	54	31	55	45	57	38	56	36	57	57	52	47	55	42	60	3.50	3.40	3.33	3.67	3.75	3.80	1.00	1.50	1	2	5	1	1	20	6	5	2	55	5	2	2	2	2	2	2	2	6	4	2	4	4	3	4	2	2	2	100	2	1	3	3	3	3	3	3	1	0.96	0.87
2157	1	1	35	65	22	56	31	61	8	8	50	64	44	67	39	66	54	61	41	59	40	63	75	63	52	59	44	63	3.67	3.60	4.00	3.83	3.75	4.00	1.00	1.00	1	2	4	1	1	40	8	6	2	55	5	1	3	1	2	2	2	2	4	2	3	2	2	2	3	2	2	2	100	1	2	3	3	3	3	3	3	3	1.04	0.26
2158	2	1	31	61	21	55	27	56	8	8	34	53	32	56	31	56	41	54	32	51	35	56	67	58	48	55	39	55	3.83	3.00	3.33	3.00	3.75	4.00	1.40	1.75	1	2	4	1	1	50	8	6	2	55	5	1	2	2	2	2	2	1	6	4	4	4	3	4	3	3	3	3	200	2	2	3	3	3	3	3	3	7	1.03	0.46
2159	2	1	32	63	22	55	19	47	7	6	38	57	32	56	20	42	41	54	33	51	31	52	75	62	51	58	40	57	3.33	2.40	3.67	2.83	3.00	3.20	1.60	1.75	1	2	6	1	1	20	6	6	2	55	5	2	2	2	1	2	2	2	4	3	2	2	2	3	2	1	1	2	65	1	1	2	3	3	2	3	3	5	0.96	0.76
2160	1	1	44	70	41	74	26	56	7	8	63	71	46	68	32	56	66	68	55	70	38	59	77	64	57	65	33	48	3.50	3.00	3.67	3.33	2.75	3.20	2.00	1.50	1	2	4	1	1	68	5	8	2	55	5	2	2	1	2	1	2	2	4	3	3	2	3	3	3	1	3	4	40	2	2	3	3	3	3	3	3	7	1.00	0.56
2161	1	3	32	62	38	71	36	67	9	8	41	59	47	69	38	64	41	54	54	69	42	65	64	56	56	63	44	64	3.67	3.20	3.33	3.83	2.75	3.00	1.20	1.25	1	2	5	1	2	25	6	8	2	55	5	2	4	3	3	4	4	3	5	4	3	3	3	2	3	2	3	3	100	2	1	2	3	3	3	3	3	7	1.04	0.35
2162	1	3	37	67	40	73	40	72	9	8	38	57	48	70	40	67	44	56	54	70	41	64	71	60	58	65	43	62	3.67	2.80	3.00	3.67	3.50	3.40	1.00	1.50	1	2	5	1	2	25	6	8	2	55	5	2	4	3	3	4	4	3	5	4	3	3	3	2	3	2	3	3	100	2	1	2	3	3	3	3	3	7	1.04	0.73
2163	1	8	19	47	20	53	23	51	7	7	29	48	26	50	27	50	45	57	40	58	39	61	61	54	42	49	41	59	3.50	3.20	4.00	2.83	2.75	2.80	2.20	2.00	1	2	4	1	1	19	6	6	2	55	5	2	1	1	1	1	1	1	4	3	2	4	3	2	3	3	3	3	75	1	2	3	3	3	3	3	3	4	1.04	0.70
2164	2	5	25	54	21	55	16	42	7	8	33	52	32	56	26	49	36	51	37	55	20	39	61	54	48	55	27	42	4.00	2.20	3.00	2.83	2.25	2.60	3.00	2.25	2	2	6	1	1	0	3	8	2	55	5	2	3	2	3	3	3	2	4	3	4	4	2	4	4	1	1	4	50	2	1	3	3	3	3	3	3	7	1.00	0.22
2165	2	1	33	63	24	58	37	68	7	8	40	58	45	68	40	66	57	63	46	63	43	66	68	58	52	58	45	65	2.83	3.00	3.33	3.83	3.50	3.40	1.60	2.25	1	2	3	2	1	48	5	7	2	55	5	2	1	2	3	3	2	2	4	4	4	4	4	4	4	3	4	3	50	1	2	2	3	3	2	3	3	5	1.03	0.96
2166	2	3	29	59	34	68	29	59	7	8	40	58	44	67	32	56	54	61	49	65	36	58	68	58	52	58	38	55	3.67	3.80	3.67	3.17	2.00	2.00	3.20	2.50	1	2	3	2	1	15	5	8	2	55	5	2	1	1	1	1	1	1	5	4	4	4	3	4	4	3	2	3	100	1	1	1	3	3	3	3	3	7	1.02	0.15
2167	1	3	34	64	36	69	27	57	7	8	46	62	45	68	33	58	51	60	51	67	36	57	71	60	55	61	40	57	3.67	3.00	3.67	2.67	1.75	2.25	3.40	1.50	1	2	5	1	1	18	6	6	2	55	5	2	2	1	1	2	1	1	5	4	4	4	4	4	4	3	3	3	60	1	1	3	3	3	3	3	3	7	0.97	0.67
2168	1	1	28	58	29	63	26	56	7	8	37	56	35	59	30	54	40	54	42	60	35	56	65	57	58	66	40	57	3.50	2.60	2.67	4.00	4.00	4.00	1.00	1.50	1	2	5	1	1	23	4	9	2	55	5	2	3	2	3	2	3	2	4	4	2	2	3	3	3	2	2	4	30	1	1	3	3	3	3	3	3	0	0.97	0.53
2169	2	3	33	63	33	66	33	63	7	7	29	48	37	61	35	60	37	52	40	58	36	57	60	54	28	35	39	55	3.00	2.60	3.67	2.50	2.25	3.00	1.40	1.75	1	2	4	1	1	35	8	6	2	55	5	2	2	1	2	2	2	1	3	4	3	4	3	3	3	3	2	3	120	2	1	3	3	3	3	3	3	7	1.00	0.52
2170	1	1	44	71	38	71	42	75	7	7	60	69	49	71	47	81	66	67	48	64	46	74	77	64	58	65	45	65	3.00	3.60	3.67	3.83	3.50	3.80	1.40	1.25	1	2	4	1	1	9	6	6	2	55	5	1	2	2	2	2	2	2	6	4	2	2	2	4	4	2	3	2	100	1	1	3	3	3	3	3	3	7	0.98	0.63
2171	1	1	22	50	25	59	24	53	7	8	23	41	30	54	32	56	28	42	34	52	32	53	58	53	44	52	40	58	3.17	3.20	2.00	2.67	3.00	3.20	1.20	2.75	1	1	5	1	1	27	6	6	2	55	5	1	3	3	3	3	3	3	5	3	2	3	1	4	2	2	2	2	75	1	1	2	3	3	3	3	3	7	0.97	0.03
2172	2	1	23	52	19	52	24	53	4	6	30	49	23	47	27	51	28	42	31	50	32	52	37	39	37	45	39	56	3.83	3.00	3.67	3.17	4.00	3.40	1.00	1.25	1	2	4	1	1	8	6	6	2	55	5	1	3	2	3	4	2	2	5	4	4	4	3	4	2	3	2	4	200	2	1	3	3	3	3	3	3	4	1.02	0.39
2173	1	1	24	53	28	62	31	61	9	7	38	57	39	62	39	66	38	52	46	63	41	64	54	51	55	62	46	67	3.33	3.40	3.67	2.67	4.00	3.60	1.00	1.00	1	2	6	1	1	9	5	6	2	55	5	1	2	1	2	2	2	2	4	3	2	3	2	4	2	3	3	4	150	1	2	3	3	3	3	3	3	7	0.95	0.96
2174	1	1	39	68	30	63	31	62	6	7	61	70	44	67	45	76	78	74	49	65	35	56	80	66	52	59	44	64	3.33	3.60	3.67	3.50	3.25	4.00	2.00	1.25	1	2	3	2	1	17	6	5	2	55	5	1	3	2	3	2	2	2	4	4	4	4	3	4	3	3	3	3	85	2	2	2	3	3	3	3	3	7	0.95	0.45
2175	2	1	32	62	29	62	23	52	8	8	46	62	33	57	29	53	43	55	36	54	35	56	63	56	55	62	31	46	3.83	3.00	4.00	3.67	3.50	2.80	1.80	1.25	1	2	3	3	1	7	3	9	2	55	5	1	2	1	2	1	1	1	4	4	3	4	3	4	4	2	3	4	50	1	2	3	3	3	2	3	3	7	0.99	0.19
2176	2	5	42	70	30	63	33	63	8	1	64	71	45	68	36	61	71	70	47	64	41	64	78	65	51	57	44	63	3.50	3.00	3.00	3.83	3.50	3.40	1.20	1.50	2	1	4	1	1	0	8	6	2	55	5	1	3	2	2	2	2	1	6	4	4	4	4	4	3	2	2	4	30	2	1	3	3	3	3	3	3	7	1.04	0.59
2177	2	1	20	49	20	53	29	59	3	7	29	49	23	46	30	54	34	49	31	49	36	57	56	52	37	44	39	55	4.00	3.40	4.00	2.67	2.50	3.20	2.20	1.25	1	1	4	1	1	0	5	8	2	56	5	1	2	1	2	3	2	1	6	4	3	4	2	4	3	4	3	3	200	2	1	3	3	3	3	3	3	7	1.14	0.29
2178	2	1	32	62	28	62	31	61	8	7	41	59	30	54	36	61	48	58	39	57	40	62	72	61	58	66	45	65	3.00	2.40	3.00	3.17	3.50	3.00	1.00	2.50	1	2	4	1	1	12	6	5	2	56	5	1	2	1	2	3	2	1	4	4	3	3	3	2	1	3	2	3	75	1	2	2	3	3	3	3	3	7	1.11	0.37
2179	2	1	32	62	21	54	27	56	9	8	35	55	31	54	24	48	38	52	34	53	32	52	67	58	53	60	41	58	3.83	3.40	3.67	3.67	4.00	4.00	1.00	1.00	1	2	4	1	1	15	6	6	2	56	5	1	2	2	2	2	2	2	4	4	3	4	4	3	2	2	3	3	200	1	1	3	3	3	3	3	3	7	1.10	0.84
2180	2	1	41	69	31	65	27	57	6	8	53	66	40	64	31	56	59	64	49	65	36	57	76	63	58	66	37	53	3.50	3.40	4.00	3.40	3.00	2.40	1.40	1.00	1	2	7	1	1	19	8	6	2	56	5	2	4	2	3	3	3	1	4	4	2	3	2	3	2	3	1	2	100	2	2	3	3	3	3	3	3	2	1.12	0.04
2181	2	1	49	74	29	63	36	67	7	4	58	68	37	61	34	59	64	66	43	61	44	68	75	63	55	62	48	74	3.17	3.00	2.67	4.00	4.00	4.00	1.00	1.00	1	2	5	1	1	9	6	8	2	56	5	1	5	1	2	1	2	2	4	4	3	3	3	4	3	3	4	2	75	2	1	3	3	3	3	3	3	7	1.09	0.28
