id	gender	race	c1rrscal	c1rrscala	c1rrtsco	c1rmscal	c1rmtsco	c1rgscal	c1rgtsco	c1fmotor	c1gmotor	c2rrscal	c2rrtsco	c2rmscal	c2rmtsco	c2rgscal	c2rgtsco	c3rrscal	c3rrtsco	c3rmscal	c3rmtsco	c3rgscal	c3rgtsco	c4rrscal	c4rrtsco	c4rmscal	c4rmtsco	c4rgscal	c4rgtsco	p1learn	p1contro	p1social	t1learn	t1contro	t1interp	t1extern	t1intern	p1center	p1disabl	p1htotal	p1hfamil	p1firkdg	p1hrsprk	wkmomed	wkdaded	wklangst	wksesl	wksesq5	s2kpupri	p1count	p1share	p1pencil	p1still	p1letter	p1verbal	p1expect	p1readbo	p1tellst	p1singso	p1helpar	p1chores	p1games	p1nature	p1build	p1sport	p1chlboo	p1chsesa	p2librar	p2safepl	p2garbag	p2drug	p2burglr	p2violen	p2vacant	p2bktog	ses_orig																																																																																																																																																																																			
140.00	2	2	14	14	38	11	37	14	39	1	2	23	40	14	32	14	34	26	39	20	37	22	40	27	28	20	25	17	29	2.67	2.20	2.33	3.33	3.50	3.00	1.40	1.25	1	2	7	1	1	46	3	2	2	35	1	1	2	2	2	2	2	2	3	3	2	2	3	4	3	1	3	3	3	1	1	1	1	1	3	3	1	5	-1.01																																																																																																																																																																																			
141.00	1	2	21	21	49	15	44	17	45	4	7	25	43	23	47	19	40	29	43	27	46	23	41	39	40	38	45	33	48	2.67	3.60	2.67	2.00	2.00	2.20	3.00	2.25	1	2	6	1	1	32	4	4	2	47	4	2	3	2	4	3	3	3	4	3	2	2	2	3	2	3	1	2	15	1	1	2	3	3	3	3	3	7	0.18																																																																																																																																																																																			
142.00	1	2	28	28	58	23	57	30	60	6	8	40	58	36	60	34	59	42	55	45	62	37	58	72	61	48	55	43	62	2.50	3.00	2.33	4.00	4.00	3.60	1.00	1.00	1	2	3	2	1	14	3	5	2	43	3	1	2	2	2	2	2	2	3	2	4	3	2	4	3	1	2	4	4	2	2	2	3	3	3	3	3	2	-0.21																																																																																																																																																																																			
143.00	1	2	24	24	53	21	54	14	40	9	7	26	45	32	56	18	39	37	51	37	55	25	44	58	52	40	48	33	48	2.67	3.00	3.67	2.17	2.00	2.60	3.40	2.00	1	2	3	2	1	39	5	5	2	47	4	2	1	1	1	1	1	1	6	3	4	4	3	4	3	2	3	2	100	1	1	2	3	3	3	3	3	4	0.20																																																																																																																																																																																			
144.00	1	2	31	31	62	26	60	35	66	6	8	42	60	34	58	28	52	49	59	39	57	33	53	71	60	53	59	44	64	2.67	3.00	3.33	2.00	2.25	2.00	2.20	2.00	1	2	3	2	1	60	4	4	2	41	2	1	1	1	1	1	1	2	4	3	2	4	2	4	3	4	2	4	26	1	2	2	3	3	2	3	3	7	-0.43																																																																																																																																																																																			
145.00	2	2	20	20	48	14	43	10	31	1	8	36	55	23	47	14	34	48	58	30	48	20	38	52	49	38	46	23	37	2.83	3.20	4.00	2.33	3.00	2.50	2.60	1.50	1	2	3	2	1	40	6	5	2	53	5	1	2	2	2	2	2	2	4	3	2	3	2	3	3	2	2	3	50	1	2	3	3	3	3	3	3	7	0.81																																																																																																																																																																																			
146.00	1	2	28	28	59	28	62	29	59	5	8	37	56	36	60	18	39	43	56	49	65	25	44	56	52	50	57	32	48	3.17	3.00	3.33	3.83	3.67	3.20	1.20	1.00	1	2	3	2	1	0	3	5	2	43	3	1	2	2	2	2	2	2	6	4	2	3	2	4	4	1	2	3	15	1	1	2	3	3	3	3	3	0	-0.22																																																																																																																																																																																			
147.00	2	2	41	41	69	25	60	27	57	8	8	53	66	34	58	30	54	62	65	41	59	33	53	68	58	53	60	39	55	3.83	3.60	3.67	3.50	3.75	3.60	1.00	1.00	1	2	5	1	1	30	7	6	2	59	5	1	1	1	2	3	1	1	5	3	2	4	3	3	4	2	2	3	65	1	1	3	3	3	3	3	3	2	1.43																																																																																																																																																																																			
148.00	2	2	30	30	60	21	54	24	53	4	8	45	61	32	56	29	52	49	59	34	53	30	50	63	56	44	52	34	49	3.17	2.20	2.67	2.83	3.50	3.00	1.80	1.00	1	1	4	1	1	12	3	3	2	38	1	1	2	2	3	2	3	2	2	4	2	4	2	4	2	2	1	2	30	1	2	3	3	3	3	3	3	7	-0.71																																																																																																																																																																																			
149.00	1	2	16	16	41	14	42	23	52	5	8	31	50	24	48	12	29	38	52	22	40	16	32	56	51	25	32	19	31	3.50	3.20	3.33	3.00	3.00	3.00	1.20	2.00	1	2	7	1	1	107	2	3	2	40	2	1	2	2	2	2	2	2	6	4	2	2	2	4	2	1	2	2	200	1	2	3	3	3	3	3	3	2	-0.54																																																																																																																																																																																			
150.00	2	2	20	20	48	16	47	19	47	8	8	35	55	31	55	24	47	43	55	33	51	23	42	52	49	45	53	33	48	3.00	3.00	4.00	3.17	4.00	4.00	1.60	1.00	1	2	5	1	1	35	5	3	2	43	3	1	1	1	1	1	1	1	5	3	2	4	2	3	2	2	2	3	100	1	1	2	3	2	3	3	3	3	-0.25																																																																																																																																																																																			
151.00	1	2	22	22	51	21	54	21	50	5	8	33	53	23	47	21	44	36	50	27	46	26	46	61	54	40	47	39	56	3.00	3.60	3.67	3.17	3.75	3.50	1.80	2.00	1	2	3	2	1	35	5	5	2	45	3	2	2	2	2	3	1	2	4	4	4	4	3	3	2	2	2	3	20	1	2	3	3	3	2	3	3	3	0.03																																																																																																																																																																																			
152.00	1	2	24	24	54	25	59	25	54	8	6	38	57	36	59	28	52	47	58	43	61	34	54	72	60	42	50	41	58	3.33	3.40	4.00	3.50	3.25	3.00	1.75	1.00	1	1	5	1	1	70	3	3	2	40	2	1	3	2	3	3	3	2	4	4	4	4	4	4	4	2	4	4	20	1	1	2	3	2	2	3	3	4	-0.54																																																																																																																																																																																			
153.00	2	2	29	29	59	19	51	16	42	7	8	38	57	23	47	20	42	47	58	38	57	25	44	66	57	43	51	29	43	3.67	3.00	4.00	3.17	3.00	3.00	1.80	1.25	1	1	6	1	1	15	3	3	2	40	2	1	1	2	2	2	1	2	2	3	4	4	2	4	4	1	2	2	20	1	1	3	3	3	3	3	3	2	-0.51																																																																																																																																																																																			
154.00	1	2	17	17	43	16	46	28	58	6	8	29	48	19	41	36	61	35	50	30	48	33	53	48	47	40	48	37	53	4.00	3.00	3.67	3.00	2.75	3.00	2.00	1.25	1	1	5	1	1	80	5	3	2	47	4	1	1	1	1	1	1	1	4	4	2	4	4	4	3	4	3	4	100	1	1	3	3	3	3	3	3	7	0.22																																																																																																																																																																																			
155.00	2	2	23	23	52	24	58	24	53	4	6	34	53	27	52	30	54	44	56	32	51	29	49	66	57	54	61	42	60	3.50	3.20	3.33	3.50	3.00	3.60	1.20	1.75	1	1	4	1	1	60	3	3	2	45	3	1	1	1	1	1	1	1	4	3	3	4	3	4	3	3	3	3	75	1	1	2	3	3	3	3	3	2	-0.05																																																																																																																																																																																			
156.00	1	2	12	12	30	12	39	9	29	4	3	19	34	14	32	13	31	20	32	14	26	15	31	31	33	34	42	18	30	1.83	1.60	2.67	2.67	3.00	2.80	1.20	1.50	1	2	4	1	1	75	5	3	2	43	3	1	3	2	3	2	3	2	4	4	3	4	3	2	3	2	1	4	50	2	1	2	3	2	3	1	3	2	-0.24																																																																																																																																																																																			
157.00	2	2	21	21	49	18	50	17	44	6	8	37	56	30	54	23	46	43	55	31	50	22	41	57	52	41	49	35	50	3.67	2.80	4.00	3.00	3.00	3.20	1.80	1.25	1	2	4	1	1	35	5	2	2	42	2	2	2	1	1	2	2	2	5	3	3	2	3	3	3	2	1	2	50	1	1	3	3	3	3	3	3	2	-0.32																																																																																																																																																																																			
158.00	1	2	16	16	42	19	52	21	50	5	8	35	54	25	49	31	56	36	51	26	45	29	49	50	48	40	48	32	48	2.83	1.80	3.00	3.00	2.75	3.00	1.40	1.50	1	1	5	1	1	55	3	4	2	40	2	1	2	2	2	2	3	2	3	3	1	2	1	4	4	1	1	3	25	1	2	3	3	2	3	3	3	3	-0.52																																																																																																																																																																																			
159.00	2	2	33	33	64	25	59	20	48	8	8	50	64	41	64	23	45	58	64	38	56	28	47	77	64	49	56	36	52	2.33	3.40	2.33	4.00	3.50	2.75	1.00	1.00	2	2	8	1	2	0	2	2	2	37	1	1	2	2	2	2	2	2	3	2	2	2	3	2	3	2	1	1	8	1	1	2	3	3	3	3	3	2	-0.79																																																																																																																																																																																			
160.00	2	2	21	21	50	16	46	15	41	5	6	28	47	25	50	21	43	35	50	28	47	23	42	49	47	45	52	31	46	2.83	3.80	2.67	3.17	3.33	3.00	1.00	1.50	1	2	5	1	1	16	2	2	2	32	1	1	2	2	2	2	2	2	4	3	2	4	4	3	3	3	2	3	40	1	1	3	3	2	3	3	3	2	-1.31																																																																																																																																																																																			
161.00	1	2	15	15	41	8	27	17	44	3	6	21	37	19	41	17	37	28	42	26	44	24	42	56	51	46	54	23	37	3.33	3.20	3.33	3.83	3.75	3.60	1.60	1.25	2	1	5	2	1	40	3	5	2	42	2	1	2	2	2	2	2	2	3	3	3	3	4	4	3	1	3	2	12	1	2	2	3	3	3	3	3	7	-0.32																																																																																																																																																																																			
162.00	1	2	14	14	39	19	52	23	52	5	8	44	60	28	52	31	56	43	55	28	47	26	45	57	52	41	49	32	47	2.83	2.40	4.00	1.50	1.75	1.80	3.80	1.00	1	1	8	1	1	44	3	3	2	39	2	1	2	1	2	1	1	3	2	4	2	4	4	4	4	3	2	4	75	1	2	3	2	3	3	3	3	7	-0.58																																																																																																																																																																																			
163.00	2	2	20	20	49	16	46	16	42	1	8	21	38	21	44	19	41	24	38	27	45	22	41	34	36	37	44	26	40	4.00	4.00	4.00	3.17	2.33	3.00	1.40	1.00	1	2	3	3	1	56	3	3	2	40	2	1	2	2	2	2	2	2	3	3	2	3	4	3	3	3	3	2	8	2	2	3	3	3	3	3	3	2	-0.49																																																																																																																																																																																			
164.00	2	2	12	12	32	10	35	11	33	5	6	25	43	20	42	19	40	30	44	26	45	25	44	46	46	40	48	26	40	2.33	2.00	2.33	2.67	3.00	2.20	2.00	1.00	1	2	5	1	1	0	3	3	2	41	2	1	2	2	3	2	2	2	3	3	3	2	2	3	2	1	1	2	5	2	2	2	3	3	3	3	3	3	-0.45																																																																																																																																																																																			
165.00	1	2	56	44	77	33	66	39	71	5	8	69	74	55	76	47	81	75	72	56	72	45	70	86	73	58	66	48	74	3.67	3.00	3.67	3.67	3.75	3.40	2.00	2.00	1	2	3	2	1	15	6	9	2	66	5	2	1	1	2	1	1	2	6	4	3	4	3	3	3	3	3	3	200	1	1	2	3	3	2	3	3	5	2.09																																																																																																																																																																																			
166.00	2	2	22	22	50	16	47	16	42	7	7	27	46	17	38	17	38	36	50	38	56	18	35	52	49	39	46	28	42	3.17	4.00	4.00	3.17	3.00	3.20	1.20	1.25	1	1	4	1	1	40	5	6	2	49	4	1	3	2	2	2	2	2	4	4	4	2	3	3	3	1	3	3	60	1	1	3	3	3	3	3	3	5	0.36																																																																																																																																																																																			
167.00	2	2	17	17	44	16	47	11	34	6	7	32	52	24	48	16	37	28	42	23	41	19	37	56	52	35	42	30	44	3.33	3.60	3.33	3.00	2.50	2.80	1.00	1.00	1	2	5	3	1	30	6	5	2	52	5	1	1	1	2	2	2	2	4	3	2	4	4	4	3	4	1	4	20	2	1	3	3	3	2	3	3	2	0.67																																																																																																																																																																																			
168.00	2	2	31	31	61	23	57	20	48	7	6	39	58	32	56	20	42	41	54	35	53	22	41	54	50	45	52	36	52	3.33	3.60	4.00	3.67	3.25	3.80	1.40	1.50	1	2	5	1	1	0	5	5	2	44	3	1	2	2	2	2	2	2	4	4	2	4	2	4	2	2	2	4	75	1	1	3	3	3	3	3	3	3	-0.06																																																																																																																																																																																			
169.00	2	2	32	32	63	21	55	26	56	8	6	44	61	33	57	34	59	55	62	40	58	41	64	75	62	44	52	44	64	3.17	2.80	3.33	3.33	3.25	2.80	1.00	1.00	1	2	4	1	1	40	6	5	2	52	5	1	1	1	1	2	1	1	4	2	3	3	2	2	2	2	2	3	100	1	1	3	3	3	3	3	3	2	0.68																																																																																																																																																																																			
170.00	1	2	23	23	52	25	59	27	57	5	6	55	67	48	70	24	48	62	65	48	64	35	56	75	62	57	65	44	63	3.17	3.40	4.00	3.33	3.25	3.20	1.60	1.00	1	2	4	1	1	7	3	6	2	44	3	1	1	1	1	2	1	1	6	4	4	3	1	4	3	1	3	4	100	2	2	2	2	2	3	3	3	7	-0.13																																																																																																																																																																																			
171.00	2	2	16	16	42	22	56	29	59	8	7	25	43	33	57	33	58	32	47	39	57	32	53	55	51	47	55	42	59	2.50	2.00	2.67	3.67	3.25	3.00	1.00	1.00	1	2	4	1	1	40	5	5	2	35	1	1	2	2	2	2	2	2	3	2	2	4	4	4	4	2	4	2	100	1	1	3	3	3	3	3	3	7	-1.01																																																																																																																																																																																			
172.00	2	2	25	25	55	18	49	22	51	6	7	35	54	24	48	26	49	50	60	34	52	27	46	66	57	43	50	31	46	2.50	3.40	3.00	3.50	3.25	3.80	1.20	1.25	1	2	5	1	1	75	3	5	2	43	3	1	2	2	3	1	1	1	3	3	3	4	2	4	4	1	2	2	50	1	1	2	3	3	3	3	3	2	-0.24																																																																																																																																																																																			
173.00	1	2	33	33	63	20	53	24	54	8	6	38	57	28	52	33	58	51	60	42	60	39	61	59	53	43	51	38	54	3.50	3.40	4.00	2.83	3.25	3.00	1.60	1.25	1	2	8	1	1	48	6	6	2	48	4	1	3	1	1	1	3	1	6	3	3	4	3	4	3	2	3	4	100	1	1	2	3	3	3	3	3	7	0.27																																																																																																																																																																																			
174.00	2	2	22	22	51	17	47	20	48	4	8	38	56	17	38	22	44	42	55	19	36	23	41	64	56	36	44	25	40	2.83	3.00	3.00	3.00	3.00	2.60	1.00	1.50	1	2	6	1	1	13	5	4	2	45	3	1	3	2	3	2	2	2	5	3	3	4	3	4	4	2	3	2	50	1	2	2	3	3	3	3	3	2	0.04																																																																																																																																																																																			
175.00	1	2	11	11	29	11	37	15	42	8	6	17	32	14	32	15	35	16	25	19	36	27	46	19	14	29	36	25	39	3.83	2.00	4.00	2.83	2.75	2.40	1.40	1.25	2	2	6	1	1	25	3	3	2	38	1	1	3	2	4	3	3	2	4	4	2	4	2	2	4	1	4	1	20	2	2	3	3	3	3	3	3	1	-0.67																																																																																																																																																																																			
176.00	2	2	24	24	54	16	47	15	40	5	8	30	50	21	44	22	45	37	52	23	42	11	23	51	49	35	42	20	34	2.50	3.00	3.33	2.67	3.25	3.00	1.20	1.00	2	2	4	1	1	0	6	6	2	47	4	1	4	4	3	2	2	2	6	3	2	3	3	2	2	2	2	2	80	1	1	3	3	3	3	3	3	7	0.23																																																																																																																																																																																			
177.00	2	2	30	30	61	23	57	28	58	7	8	40	58	38	62	30	54	47	58	42	60	40	62	53	49	47	54	41	58	2.67	2.60	2.67	3.67	4.00	3.60	1.00	1.50	1	2	5	1	1	46	8	8	2	57	5	2	3	2	3	2	2	2	4	3	2	2	2	3	2	1	1	2	30	1	2	2	3	2	2	2	2	7	1.17																																																																																																																																																																																			
178.00	1	2	14	14	39	9	33	13	37	7	7	21	38	16	36	21	43	25	39	27	45	25	45	41	42	44	52	33	48	3.00	3.20	2.67	2.67	3.50	2.80	1.00	1.50	1	2	4	1	1	30	3	3	2	40	2	1	2	2	2	2	2	2	3	3	3	3	2	3	2	2	1	3	20	1	2	3	3	3	3	3	3	4	-0.48																																																																																																																																																																																			
179.00	1	2	23	23	53	29	62	27	57	3	8	36	56	24	48	25	48	40	54	41	59	35	56	34	36	41	48	29	44	3.83	2.80	3.67	2.40	2.25	2.20	2.60	1.75	1	2	4	1	1	43	3	3	2	44	3	1	2	2	2	2	2	2	6	3	3	3	3	4	3	3	3	3	200	1	1	3	3	3	3	3	3	3	-0.10																																																																																																																																																																																			
180.00	2	2	22	22	51	20	52	21	49	2	8	30	50	30	54	26	49	30	45	28	46	23	42	35	37	33	41	31	46	3.17	3.40	4.00	2.83	3.00	3.20	2.00	2.00	1	2	4	1	1	18	5	4	2	43	3	2	2	2	1	2	1	1	5	3	2	4	2	4	2	2	2	4	40	2	2	2	3	3	3	3	3	2	-0.24																																																																																																																																																																																			
181.00	1	2	17	17	43	14	43	22	51	3	8	25	43	20	43	17	37	28	42	22	40	24	43	50	48	34	42	28	42	2.00	3.00	3.00	2.00	2.25	2.60	1.80	1.25	2	2	7	1	1	0	5	2	2	48	4	1	2	2	2	2	2	2	5	4	2	4	4	1	4	4	4	4	10	2	1	2	3	3	3	3	3	0	0.25																																																																																																																																																																																			
182.00	1	2	26	26	56	20	53	24	53	5	8	25	43	23	47	37	63	40	54	31	49	39	62	62	55	50	57	46	68	3.17	3.40	2.67	2.83	4.00	3.80	1.00	1.00	1	1	4	1	1	45	5	5	2	49	4	2	2	2	2	2	2	2	5	2	3	2	3	2	2	3	3	1	100	1	2	3	3	3	3	3	3	7	0.40																																																																																																																																																																																			
183.00	1	2	25	25	54	25	59	28	57	8	6	35	55	40	64	29	53	36	51	35	53	40	62	35	38	37	44	41	59	3.83	3.40	4.00	3.33	3.25	3.20	1.20	1.50	2	1	4	3	2	0	3	5	2	46	4	1	3	2	2	2	1	1	5	2	2	3	2	3	3	2	3	3	12	2	1	2	3	3	3	3	3	2	0.12																																																																																																																																																																																			
184.00	2	2	26	26	55	20	53	20	48	8	8	36	55	32	56	23	46	39	53	37	56	29	48	53	50	47	54	32	47	3.17	3.40	2.67	4.00	4.00	4.00	1.00	1.25	1	2	4	1	2	5	5	5	2	46	4	2	1	2	2	1	1	1	6	2	3	4	3	3	2	3	2	3	35	1	1	3	3	3	3	3	3	3	0.07																																																																																																																																																																																			
185.00	2	2	16	16	42	15	45	14	39	6	7	28	47	21	44	25	49	29	44	30	49	33	53	60	54	42	49	39	56	3.50	3.20	4.00	3.33	3.25	3.80	2.00	2.00	2	2	5	1	1	0	4	3	2	42	3	1	2	2	2	2	3	2	6	3	3	4	3	4	4	4	3	3	20	1	1	2	3	3	3	3	3	3	-0.30																																																																																																																																																																																			
186.00	2	2	22	22	51	20	53	28	58	6	8	35	54	24	48	32	56	37	51	31	49	38	59	56	51	42	49	40	57	2.00	2.60	2.67	3.17	3.00	2.80	1.20	1.00	1	2	3	2	1	20	5	5	2	43	3	1	2	2	2	2	2	2	3	4	4	4	2	4	2	2	4	4	75	1	1	2	2	2	3	3	1	3	-0.17																																																																																																																																																																																			
187.00	1	2	19	19	47	16	46	17	44	6	3	30	50	20	42	22	44	43	56	23	41	27	47	58	52	32	40	33	49	4.00	3.20	3.33	3.00	3.00	2.80	1.00	1.00	1	1	4	1	1	40	6	6	2	54	5	1	2	1	1	1	2	2	4	2	2	4	3	2	3	4	2	3	30	1	1	3	3	3	3	3	3	2	0.91																																																																																																																																																																																			
188.00	2	2	24	24	54	19	51	12	36	7	8	29	48	23	47	20	42	40	53	34	53	22	41	50	48	37	44	23	37	3.67	2.40	2.67	3.83	3.75	3.20	1.00	1.75	1	2	4	1	1	30	5	5	2	45	3	1	2	2	2	1	2	2	6	3	3	4	3	4	4	1	3	3	30	1	1	3	3	3	3	3	3	3	0.01																																																																																																																																																																																			
189.00	2	2	31	31	61	24	58	24	53	6	7	48	63	36	60	35	60	51	60	39	57	29	48	71	60	50	57	33	49	3.50	2.40	3.67	3.50	2.25	2.80	2.00	1.50	1	2	7	1	1	80	3	3	2	37	1	1	2	2	2	1	1	1	3	4	2	4	4	4	3	1	1	2	15	1	2	2	3	2	3	3	2	7	-0.80																																																																																																																																																																																			
190.00	2	2	21	21	50	19	51	18	46	5	6	29	48	21	44	28	52	34	49	24	43	35	56	38	40	36	44	38	54	2.83	2.80	4.00	3.00	3.25	3.20	1.40	1.25	1	2	3	2	1	45	6	8	2	56	5	1	3	2	2	2	2	2	4	3	2	4	4	2	3	2	1	2	50	2	2	2	2	3	3	3	3	5	1.11																																																																																																																																																																																			
191.00	1	2	23	23	52	18	50	21	50	8	8	25	44	22	46	26	50	30	44	26	45	27	47	44	44	42	50	37	53	3.00	2.00	3.33	2.60	2.00	2.40	2.00	2.00	1	1	6	1	1	6	6	5	2	49	4	1	2	1	3	1	2	2	4	4	2	4	1	4	4	2	1	4	100	1	1	2	2	1	2	3	3	7	0.35																																																																																																																																																																																			
192.00	2	2	13	13	34	13	42	20	49	5	7	16	30	19	41	26	49	25	38	23	42	25	44	41	42	42	50	38	54	2.83	2.80	3.00	1.50	2.75	2.00	1.20	1.00	1	2	4	1	1	20	3	3	2	39	2	1	2	2	2	2	2	2	4	4	4	4	3	4	3	3	3	4	20	1	2	2	3	2	2	3	3	7	-0.63																																																																																																																																																																																			
193.00	1	2	33	33	64	31	65	21	49	7	7	45	61	39	62	21	44	51	60	42	59	27	47	69	59	58	65	32	47	3.50	3.80	4.00	3.67	2.75	3.40	2.00	1.75	1	2	4	1	1	40	6	6	2	52	5	2	2	2	3	2	2	2	5	4	1	3	3	2	3	2	3	3	200	2	1	3	3	3	3	3	3	7	0.67																																																																																																																																																																																			
194.00	2	2	23	23	52	19	52	28	57	7	6	30	50	33	57	36	61	29	44	29	47	34	54	45	45	39	47	37	52	2.67	3.00	3.67	3.00	3.33	3.00	1.60	1.50	1	2	5	1	1	18	3	4	2	42	2	1	1	2	1	1	1	1	4	2	2	4	2	4	2	2	1	1	75	1	2	2	3	3	2	3	3	5	-0.34																																																																																																																																																																																			
195.00	1	2	18	18	46	14	43	12	37	5	5	32	52	26	51	18	40	35	50	35	53	28	47	54	50	43	51	28	43	3.00	2.80	4.00	2.83	3.75	3.40	1.40	1.50	1	1	3	3	1	45	3	2	2	39	1	1	2	2	2	2	2	2	4	4	2	4	3	4	2	2	4	2	20	1	1	2	2	2	3	3	3	3	-0.65																																																																																																																																																																																			
196.00	2	2	21	21	49	18	50	19	47	8	8	31	50	29	53	27	50	36	51	31	49	37	58	49	47	40	48	32	47	3.33	4.00	3.00	3.67	3.50	3.80	1.60	1.25	1	2	4	1	1	35	5	3	2	46	4	1	1	1	1	3	1	1	6	4	3	3	2	4	2	1	4	3	110	1	2	1	1	1	3	1	1	1	0.10																																																																																																																																																																																			
197.00	2	2	16	16	41	10	35	14	40	3	5	29	48	21	44	23	46	26	40	20	36	26	45	46	45	32	40	33	48	3.00	1.40	3.33	1.67	3.25	3.00	1.80	3.00	2	2	6	1	1	15	2	5	2	40	2	1	2	2	2	2	1	2	2	2	1	4	1	4	4	2	4	4	30	1	1	3	3	3	3	3	3	4	-0.50																																																																																																																																																																																			
198.00	1	2	32	32	62	23	57	24	53	6	6	38	57	28	52	28	51	59	64	38	56	37	59	76	63	48	55	46	67	3.83	2.80	3.33	3.83	2.67	3.50	1.40	1.00	1	2	5	1	1	40	3	5	2	43	3	1	2	2	3	2	2	2	4	2	3	2	2	3	3	2	2	1	50	1	2	2	3	3	3	3	3	2	-0.25																																																																																																																																																																																			
199.00	2	2	20	20	48	13	41	15	41	5	4	29	48	20	42	23	45	26	40	18	34	26	45	35	37	27	34	19	32	3.00	3.20	3.00	3.50	2.25	3.00	2.20	2.25	1	2	5	1	1	26	3	3	2	39	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	8	1	2	2	1	2	3	3	3	7	-0.59																																																																																																																																																																																			
200.00	2	2	34	34	64	29	63	27	56	4	8	60	69	36	60	33	58	66	68	44	61	38	60	81	67	51	58	44	64	2.83	3.00	3.67	2.67	3.00	3.00	2.00	1.00	1	2	5	1	1	30	8	9	2	62	5	1	1	2	3	2	2	2	5	3	2	4	3	4	4	2	2	3	100	1	1	3	3	3	3	3	3	3	1.66																																																																																																																																																																																			
